"구분별(1)",구분별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"구분별(1)",구분별(2),도수관,도수관,도수관,도수관,도수관,송수관,송수관,송수관,송수관,송수관,배수관,배수관,배수관,배수관,배수관,급수관,급수관,급수관,급수관,급수관
"구분별(1)",구분별(2),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%)
"충청남도",주철관,30353,0,0,27,0,186391,2094,1,17,0,653111,16562,3,21,0,20568,856,4,27,0
"충청남도",덕타일주철관,5430,0,0,19,0,190534,8563,5,14,0,975383,25790,3,13,0,6915,466,7,7,0
"충청남도",PVC관,0,0,0,0,0,1822,1822,100,26,0,1160410,267066,23,12,0,872726,603679,69,24,0
"충청남도",내충격수도관,0,0,0,0,0,7460,0,0,5,0,543521,10131,2,7,0,217142,1642,1,8,0
"충청남도",PE관,6886,6490,94,21,0,45653,6085,13,13,0,6084626,392542,7,9,0,3761070,452148,12,10,0
"충청남도",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3273,3273,100,26,0
"충청남도",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,29,0
"충청남도",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,282341,0,0,14,0
"충청남도",흄관,560,0,0,30,0,2758,0,0,12,0,-,-,-,-,-,-,-,-,-,-
"충청남도",기타,5481,0,0,27,0,44713,3742,8,16,0,153835,1183,1,26,0,52827,2,0,14,0
"전라북도",총계,61213,0,0,21,48,520061,15987,3,19,21,9483216,1117348,12,15,17,7934469,2229603,28,16,3
"전라북도",에나멜코팅 도복장강관,22409,0,0,20,0,165319,0,0,25,0,105711,688,1,17,0,0,0,0,0,0
