"행정구역별(시군구)","연령별","항목","단위","2015 년",
"용산구","40~44세","내국인(15세이상)-계","","18270",
"용산구","40~44세","내국인-미혼","","4941",
"용산구","40~44세","내국인-배우자있음","","12091",
"용산구","40~44세","내국인-사별","","86",
"용산구","40~44세","내국인-이혼","","1152",
"용산구","45~49세","내국인(15세이상)-계","","17419",
"용산구","45~49세","내국인-미혼","","3269",
"용산구","45~49세","내국인-배우자있음","","12429",
"용산구","45~49세","내국인-사별","","246",
"용산구","45~49세","내국인-이혼","","1475",
"용산구","50~54세","내국인(15세이상)-계","","16944",
"용산구","50~54세","내국인-미혼","","1741",
"용산구","50~54세","내국인-배우자있음","","12770",
"용산구","50~54세","내국인-사별","","583",
"용산구","50~54세","내국인-이혼","","1850",
"용산구","55~59세","내국인(15세이상)-계","","16323",
"용산구","55~59세","내국인-미혼","","1278",
"용산구","55~59세","내국인-배우자있음","","12629",
"용산구","55~59세","내국인-사별","","920",
"용산구","55~59세","내국인-이혼","","1496",
"용산구","60~64세","내국인(15세이상)-계","","12268",
"용산구","60~64세","내국인-미혼","","621",
"용산구","60~64세","내국인-배우자있음","","9250",
"용산구","60~64세","내국인-사별","","1172",
"용산구","60~64세","내국인-이혼","","1225",
"용산구","65~69세","내국인(15세이상)-계","","10058",
"용산구","65~69세","내국인-미혼","","330",
"용산구","65~69세","내국인-배우자있음","","7398",
"용산구","65~69세","내국인-사별","","1571",
"용산구","65~69세","내국인-이혼","","759",
"용산구","70~74세","내국인(15세이상)-계","","8660",
"용산구","70~74세","내국인-미혼","","262",
"용산구","70~74세","내국인-배우자있음","","5772",
"용산구","70~74세","내국인-사별","","2215",
"용산구","70~74세","내국인-이혼","","411",
"용산구","75~79세","내국인(15세이상)-계","","6565",
"용산구","75~79세","내국인-미혼","","160",
"용산구","75~79세","내국인-배우자있음","","3487",
"용산구","75~79세","내국인-사별","","2713",
"용산구","75~79세","내국인-이혼","","205",
"용산구","80~84세","내국인(15세이상)-계","","3617",
"용산구","80~84세","내국인-미혼","","70",
"용산구","80~84세","내국인-배우자있음","","1685",
"용산구","80~84세","내국인-사별","","1829",
"용산구","80~84세","내국인-이혼","","33",
"용산구","85세이상","내국인(15세이상)-계","","2396",
"용산구","85세이상","내국인-미혼","","46",
"용산구","85세이상","내국인-배우자있음","","635",
"용산구","85세이상","내국인-사별","","1673",
"용산구","85세이상","내국인-이혼","","42",
"성동구","합계","내국인(15세이상)-계","","251484",
"성동구","합계","내국인-미혼","","90945",
"성동구","합계","내국인-배우자있음","","133368",
"성동구","합계","내국인-사별","","15150",
"성동구","합계","내국인-이혼","","12021",
"성동구","15~19세","내국인(15세이상)-계","","14366",
"성동구","15~19세","내국인-미혼","","14360",
"성동구","15~19세","내국인-배우자있음","","6",
"성동구","15~19세","내국인-사별","","",
"성동구","15~19세","내국인-이혼","","",
"성동구","20~24세","내국인(15세이상)-계","","21102",
"성동구","20~24세","내국인-미혼","","20907",
"성동구","20~24세","내국인-배우자있음","","195",
"성동구","20~24세","내국인-사별","","",
"성동구","20~24세","내국인-이혼","","",
"성동구","25~29세","내국인(15세이상)-계","","22795",
"성동구","25~29세","내국인-미혼","","20470",
"성동구","25~29세","내국인-배우자있음","","2303",
"성동구","25~29세","내국인-사별","","",
"성동구","25~29세","내국인-이혼","","22",
"성동구","30~34세","내국인(15세이상)-계","","25170",
"성동구","30~34세","내국인-미혼","","13503",
"성동구","30~34세","내국인-배우자있음","","11418",
"성동구","30~34세","내국인-사별","","5",
"성동구","30~34세","내국인-이혼","","244",
"성동구","35~39세","내국인(15세이상)-계","","23828",
"성동구","35~39세","내국인-미혼","","7755",
"성동구","35~39세","내국인-배우자있음","","15407",
"성동구","35~39세","내국인-사별","","30",
"성동구","35~39세","내국인-이혼","","636",
"성동구","40~44세","내국인(15세이상)-계","","24065",
"성동구","40~44세","내국인-미혼","","5893",
"성동구","40~44세","내국인-배우자있음","","16547",
"성동구","40~44세","내국인-사별","","127",
"성동구","40~44세","내국인-이혼","","1498",
"성동구","45~49세","내국인(15세이상)-계","","22729",
"성동구","45~49세","내국인-미혼","","3543",
"성동구","45~49세","내국인-배우자있음","","16795",
"성동구","45~49세","내국인-사별","","323",
"성동구","45~49세","내국인-이혼","","2068",
"성동구","50~54세","내국인(15세이상)-계","","23273",
"성동구","50~54세","내국인-미혼","","1999",
"성동구","50~54세","내국인-배우자있음","","17988",
"성동구","50~54세","내국인-사별","","820",
"성동구","50~54세","내국인-이혼","","2466",
"성동구","55~59세","내국인(15세이상)-계","","22183",
"성동구","55~59세","내국인-미혼","","1334",
"성동구","55~59세","내국인-배우자있음","","17560",
"성동구","55~59세","내국인-사별","","1207",
"성동구","55~59세","내국인-이혼","","2082",
"성동구","60~64세","내국인(15세이상)-계","","15802",
"성동구","60~64세","내국인-미혼","","637",
"성동구","60~64세","내국인-배우자있음","","12240",
"성동구","60~64세","내국인-사별","","1548",
"성동구","60~64세","내국인-이혼","","1377",
"성동구","65~69세","내국인(15세이상)-계","","12511",
"성동구","65~69세","내국인-미혼","","252",
"성동구","65~69세","내국인-배우자있음","","9310",
"성동구","65~69세","내국인-사별","","2107",
"성동구","65~69세","내국인-이혼","","842",
"성동구","70~74세","내국인(15세이상)-계","","10333",
"성동구","70~74세","내국인-미혼","","144",
"성동구","70~74세","내국인-배우자있음","","7148",
"성동구","70~74세","내국인-사별","","2616",
"성동구","70~74세","내국인-이혼","","425",
"성동구","75~79세","내국인(15세이상)-계","","7128",
"성동구","75~79세","내국인-미혼","","68",
"성동구","75~79세","내국인-배우자있음","","4087",
"성동구","75~79세","내국인-사별","","2729",
"성동구","75~79세","내국인-이혼","","244",
"성동구","80~84세","내국인(15세이상)-계","","3766",
"성동구","80~84세","내국인-미혼","","35",
"성동구","80~84세","내국인-배우자있음","","1686",
"성동구","80~84세","내국인-사별","","1976",
"성동구","80~84세","내국인-이혼","","69",
"성동구","85세이상","내국인(15세이상)-계","","2433",
"성동구","85세이상","내국인-미혼","","45",
"성동구","85세이상","내국인-배우자있음","","678",
"성동구","85세이상","내국인-사별","","1662",
"성동구","85세이상","내국인-이혼","","48",
"광진구","합계","내국인(15세이상)-계","","312181",
"광진구","합계","내국인-미혼","","123981",
"광진구","합계","내국인-배우자있음","","155228",
"광진구","합계","내국인-사별","","16751",
"광진구","합계","내국인-이혼","","16221",
"광진구","15~19세","내국인(15세이상)-계","","19987",
"광진구","15~19세","내국인-미혼","","19979",
"광진구","15~19세","내국인-배우자있음","","7",
"광진구","15~19세","내국인-사별","","1",
"광진구","15~19세","내국인-이혼","","",
"광진구","20~24세","내국인(15세이상)-계","","29610",
"광진구","20~24세","내국인-미혼","","29289",
"광진구","20~24세","내국인-배우자있음","","299",
"광진구","20~24세","내국인-사별","","8",
"광진구","20~24세","내국인-이혼","","14",
"광진구","25~29세","내국인(15세이상)-계","","32461",
"광진구","25~29세","내국인-미혼","","29366",
"광진구","25~29세","내국인-배우자있음","","3007",
"광진구","25~29세","내국인-사별","","20",
"광진구","25~29세","내국인-이혼","","68",
"광진구","30~34세","내국인(15세이상)-계","","33240",
"광진구","30~34세","내국인-미혼","","19812",
"광진구","30~34세","내국인-배우자있음","","13090",
"광진구","30~34세","내국인-사별","","13",
"광진구","30~34세","내국인-이혼","","325",
"광진구","35~39세","내국인(15세이상)-계","","27753",
"광진구","35~39세","내국인-미혼","","10756",
"광진구","35~39세","내국인-배우자있음","","16026",
"광진구","35~39세","내국인-사별","","72",
"광진구","35~39세","내국인-이혼","","899",
"광진구","40~44세","내국인(15세이상)-계","","28589",
"광진구","40~44세","내국인-미혼","","6513",
"광진구","40~44세","내국인-배우자있음","","19982",
"광진구","40~44세","내국인-사별","","203",
"광진구","40~44세","내국인-이혼","","1891",
"광진구","45~49세","내국인(15세이상)-계","","28676",
"광진구","45~49세","내국인-미혼","","3921",
"광진구","45~49세","내국인-배우자있음","","21131",
"광진구","45~49세","내국인-사별","","478",
"광진구","45~49세","내국인-이혼","","3146",
"광진구","50~54세","내국인(15세이상)-계","","27925",
"광진구","50~54세","내국인-미혼","","2147",
"광진구","50~54세","내국인-배우자있음","","21285",
"광진구","50~54세","내국인-사별","","976",
"광진구","50~54세","내국인-이혼","","3517",
"광진구","55~59세","내국인(15세이상)-계","","26487",
"광진구","55~59세","내국인-미혼","","1201",
"광진구","55~59세","내국인-배우자있음","","20912",
"광진구","55~59세","내국인-사별","","1587",
"광진구","55~59세","내국인-이혼","","2787",
"광진구","60~64세","내국인(15세이상)-계","","18935",
"광진구","60~64세","내국인-미혼","","457",
"광진구","60~64세","내국인-배우자있음","","14925",
"광진구","60~64세","내국인-사별","","1874",
"광진구","60~64세","내국인-이혼","","1679",
"광진구","65~69세","내국인(15세이상)-계","","14066",
"광진구","65~69세","내국인-미혼","","268",
"광진구","65~69세","내국인-배우자있음","","10558",
"광진구","65~69세","내국인-사별","","2260",
"광진구","65~69세","내국인-이혼","","980",
"광진구","70~74세","내국인(15세이상)-계","","10864",
"광진구","70~74세","내국인-미혼","","74",
"광진구","70~74세","내국인-배우자있음","","7446",
"광진구","70~74세","내국인-사별","","2751",
"광진구","70~74세","내국인-이혼","","593",
"광진구","75~79세","내국인(15세이상)-계","","7303",
"광진구","75~79세","내국인-미혼","","118",
"광진구","75~79세","내국인-배우자있음","","4387",
"광진구","75~79세","내국인-사별","","2577",
"광진구","75~79세","내국인-이혼","","221",
"광진구","80~84세","내국인(15세이상)-계","","3780",
"광진구","80~84세","내국인-미혼","","25",
"광진구","80~84세","내국인-배우자있음","","1511",
"광진구","80~84세","내국인-사별","","2157",
"광진구","80~84세","내국인-이혼","","87",
"광진구","85세이상","내국인(15세이상)-계","","2505",
